/////// threshold = 0.05
0.1	0	24	23.922	23.9238	23.9232	0
0.1	0.05	24	23.9887	23.9904	23.9898	1
0.1	0.05	23.5	23.8975	23.8253	23.8506	0
0.1	0.05	23.9	23.9014	23.9004	23.9007	1
0.1	0.05	23.7	23.6991	23.6932	23.6952	1
0.1	0.05	23.6	23.6062	23.6095	23.6084	0
0.1	0.05	24.3	24.0564	24.0699	24.0652	0
0.1	0.05	24.2	24.1902	24.1919	24.1913	1
0.1	0.1	24.3	24.2964	24.3008	24.2992	1
0.1	0.1	24.5	24.4893	24.4915	24.4907	1
0.1	0.1	24.7	24.0125	24.1275	24.0872	0
0.1	0.1	24.6	24.5734	24.5839	24.5802	0
0.1	0.1	23.4	23.3957	23.3979	23.3971	1
0.1	0.1	23.3	23.4357	23.4521	23.4464	0
0.1	0.15	24.8	24.7952	24.7881	24.7906	1
0.1	0.15	24.9	24.8646	24.8342	24.8449	0
0.1	0.15	23.1	23.1098	23.1168	23.1144	1
0.1	0.15	23	23.0064	22.9975	23.0006	0
0.1	0.2	22.8	22.7861	22.7905	22.7889	1
0.1	0.2	22.7	24.928	24.2075	24.4597	0
0.1	0.2	25.1	25.0909	25.097	25.0949	1
0.1	0.2	25.2	25.2016	25.1943	25.1969	1
0.1	0.2	25.3	25.2698	25.2548	25.2601	0
0	0	24	23.8012	23.7394	23.7611	0
0	0.05	23.8	23.8114	23.7131	23.7475	0
0	0.05	23.7	23.7295	23.7247	23.7264	0
0	0.05	23.75	23.7396	23.7787	23.765	0
0	0.1	24	24.018	23.969	23.9862	0
0	0.1	23.9	23.8852	23.886	23.8857	0
0	0.1	23.8	23.8048	23.7192	23.7492	0
0	0.1	23.7	23.707	23.6418	23.6646	0
0	0.15	24	24.015	24.0188	24.0175	0
0	0.15	23.9	23.9195	23.8883	23.8992	0
0	0.2	24	24.0287	23.9864	24.0012	0
0.1	0.25	22.5	22.4936	22.4936	22.4936	1
0.1	0.25	22.4	22.3948	22.3969	22.3962	0
0.1	0.25	25.5	25.4984	25.4806	25.4868	1
0.1	0.25	25.6	25.5832	25.5562	25.5656	0
/////// threshold = 0.1
0	0.15	24	23.9836	23.9401	23.9553	0
0	0.15	23.9	23.8886	23.7199	23.7789	0
0	0.15	23.8	23.7745	23.7348	23.7487	1
0	0.15	23.7	23.6645	23.5628	23.5984	1
/////// threshold = 0.05
0	0.15	23.8	23.8064	23.7161	23.7477	0
0	0.15	23.7	23.6902	23.7176	23.708	0
/////// threshold = 0.1
0	0.15	23.6	23.633	23.6733	23.6592	1
0	0.15	23.5	23.4655	23.539	23.5133	1
0	0.15	23.4	23.3936	23.3498	23.3651	1
0	0.15	23.3	23.2709	23.2817	23.2779	1
0	0.15	23.2	23.1895	23.159	23.1697	0
0	0.15	23.9	23.9195	23.8883	23.8992	0
0	0.15	24.1	24.0871	24.004	24.0331	0
0	0.2	24	24.0148	23.9953	24.0021	0
0	0.2	23.9	23.8723	23.7474	23.7911	0
0	0.2	23.8	23.8093	23.7718	23.7849	1
0	0.2	23.2	23.227	23.4027	23.3412	0
0	0.2	23.3	23.2621	23.2901	23.2803	1
0	0.2	23.9	23.8941	23.8275	23.8508	18	0
0	0.2	24	23.9911	23.9458	23.9616	15	0
0	0.2	24.1	24.0768	23.9027	23.9636	12	0
0	0.1	23.8	23.7882	23.7353	23.7538	29	1
0	0.1	23.9	23.8755	23.805	23.8297	18	0
0	0.1	24	24.018	23.969	23.9862	15	0
0	0.15	24	24.015	24.0188	24.0175	15	0
0	0.15	24.1	24.1068	24.0628	24.0782	15	0
0	0.15	24.2	24.2095	24.0214	24.0872	9	0
0	0.1	23.3	23.2986	23.2173	23.2457	22	0
0	0.1	23.4	23.3914	23.281	23.3196	26	1
0	0.05	23.4	24.1937	23.8033	23.9399	5	0
0	0.05	23.5	23.7075	23.6601	23.6767	14	0
0	0.05	23.8	23.8221	23.822	23.8221	24	0
0	0.05	23.7	23.7373	23.6809	23.7006	23	0
0	0.05	23.6	23.6059	23.6389	23.6274	22	0
0	0.05	23.85	23.9323	23.8551	23.8821	21	0
0	0.25	23.9	23.8932	23.7851	23.8229	19	0
0	0.25	23.8	23.8098	23.8324	23.8245	30	1
0	0.25	23.3	23.2991	23.2643	23.2765	28	1
0	0.25	23.2	23.1904	23.1688	23.1764	21	0
0	0.3	23.2	23.2045	23.2521	23.2354	22	0
0	0.3	23.3	23.2848	23.3822	23.3481	29	1
0	0.3	23.9	23.8964	23.7988	23.833	21	0
0	0.3	23.8	23.8262	23.8104	23.8159	30	1
0	0.35	23.8	23.8066	23.7851	23.7926	30	1
0	0.35	23.9	23.8968	23.7957	23.8311	21	0
0	0.35	23.2	23.2291	23.2464	23.2404	24	0
0	0.35	23.3	23.3018	23.2676	23.2796	29	1
0	0.4	23.3	23.3037	23.3321	23.3222	29	1
0	0.4	23.2	23.1845	23.436	23.3479	24	0
0	0.4	23.8	23.8041	23.8036	23.8037	30	1
0	0.4	23.9	23.8948	23.9066	23.9025	23	0
////// threshold = 0.05
0.1	0.3	25.8	25.7918	25.7984	25.7961	25	1
0.1	0.3	25.9	25.9666	25.7196	25.8061	16	0
0.1	0.3	22.3	22.3005	22.303	22.3021	30	1
0.1	0.3	22.2	22.2037	22.2009	22.2019	30	1
0.1	0.3	22.1	22.1205	22.1064	22.1114	30	1
0.1	0.3	22	22.0141	22.0122	22.0129	24	0
0.1	0.35	21.7	21.7346	21.6935	21.7079	23	0
0.1	0.35	21.8	21.7964	21.8021	21.8001	27	1
0.1	0.35	26.1	26.0927	26.0923	26.0924	22	0
0.1	0.35	26	26.0093	25.9995	26.0029	26	1
0.1	0.4	26.3	26.1298	23.4522	24.3894	16	0
0.1	0.4	26.2	26.1929	26.1887	26.1902	24	0
0.1	0.4	26.1	26.0995	26.082	26.0881	29	1
0.1	0.4	21.6	21.6016	21.5887	21.5932	28	1
0.1	0.4	21.5	21.5745	21.4987	21.5252	17	0
0.1	0	23.9	23.9648	23.9719	23.9694	23	0
/////// vip network ////// static //////
/// p_vd = 0.01
0.1	24	24	23.7921	23.8649	0	0
0.2	24	24	23.8712	23.9162	0	0
/// p_vd = 0.02
0.1	24	24	23.9942	23.9962	27	1
0.1	24.5	24.5	24.5062	24.5041	19	0
0.1	24.3	24.3	24.2637	24.2764	23	0
0.1	24.2	24.2	24.1305	24.1548	25	1
0.1	24.1	24.1	24.0712	24.0812	26	1
0.1	25	25	24.9448	24.9641	9	0
0.1	24.8	24.8	24.8039	24.8026	13	0
0.1	24.6	24.6	24.538	24.5597	16	0
/// 0/1
0.1	24.3	24.3	24.2431	24.263	23	0
0.1	24.2	24.2	24.1919	24.1947	25	1
0.1	23.8	23.8	23.7965	23.7977	30	1
0.1	23.7	23.7	23.6812	23.6877	30	1
0.1	23.5	23.5	23.5033	23.5021	30	1
0.1	23.3	23.3	23.3023	23.3015	30	1
0.1	23	23	22.9934	22.9957	30	1
0.1	22.5	22.5	22.5426	22.5277	30	1
0.1	22	22.0282	22.0432	22.0379	22	0
0.1	22.3	22.3	22.3311	22.3202	28	1
0.1	22.2	22.2	22.2215	22.214	28	1
0.1	22.1	22.1	22.1058	22.1037	26	1
/// static
0.1	22.1	24.6982	24.5571	24.6065	0	0
0.1	22.2	25.0937	25.0955	25.0949	0	0
0.1	22.5	22.7861	22.7777	22.7806	0	0
0.1	23	23	23.0157	23.0102	30	1
0.1	22.8	22.8	22.7912	22.7942	30	1
0.1	22.6	22.5929	22.5615	22.5725	9	0
0.1	22.7	22.7002	22.7168	22.711	30	1
//// up is the result of K=0.15, K_f = 0.1, 0/1: [22.1, 24.2]; static: [22.7, 24.2]
//// keep K_f = 0.1, change K
static
0.2	22.7	25.3773	25.0975	25.1954	0	0
0.2	23	24.0575	24.028	24.0383	0	0
0.2	24	24	23.9717	23.9816	27	1
0.2	23.8	23.8	23.7688	23.7797	30	1
0.2	23.5	23.5816	23.5706	23.5744	13	0
0.2	23.6	23.6	23.587	23.5916	29	1
0.2	25.5	25.5	25.4031	25.437	7	0
0.2	25.3	25.3	25.2319	25.2557	7	0
0.2	25	25	24.9521	24.9689	9	0
0.2	24.8	24.8	24.7183	24.7469	13	0
0.2	24.5	24.5	24.4545	24.4704	19	0
0.2	24.3	24.3	24.2431	24.263	23	0
0.2	24.2	24.2	24.1919	24.1947	25	1
0/1
0.2	24.2	24.2	24.1777	24.1855	25	1
0.2	24.4	24.4	24.3556	24.3711	22	0
0.2	24.3	24.3	24.2658	24.2777	23	0
0.2	23.5	23.5	23.4885	23.4925	30	1
0.2	23.2	23.2	23.2087	23.2056	30	1
0.2	22.7	22.7	22.7107	22.7069	30	1
0.2	22.2	22.2543	22.1556	22.1901	8	0
0.2	22.3	22.3225	22.2595	22.2816	26	1
//// up is the result of K=0.2, K_f = 0.1, 0/1: [22.3, 24.2]; static: [23.6, 24.2]
0/1
0.1	22	22	22.0256	22.0166	25	1
0.1	21.8	21.8	21.8502	21.8326	18	0
0.1	21.9	21.9218	21.9451	21.9369	23	0
0.1	24.2	24.2	24.1779	24.1856	25	1
0.1	24.3	24.3	24.294	24.2961	23	0
static
0.1	22.5	22.5	22.5168	22.5109	30	1
0.1	22.3	22.3	22.3128	22.3083	28	1
0.1	22	22	22.0173	22.0112	13	0
0.1	22.1	22.1	22.16	22.139	27	1
0.1	24.2	24.2	24.1671	24.1786	25	1
0.1	24.3	24.3	24.2909	24.2941	23	0
//// up is the result of K=0.1, K_f = 0.1, 0/1: [22, 24.2]; static: [22.1, 24.2]
static
0.05	24.2	24.2	24.0915	24.1295	2	0
0.05	24.1	24.1	24.0549	24.0707	9	0
0.05	23.9	23.9	23.8553	23.8709	20	0
0.05	23.8	23.8	23.8018	23.8012	28	1
0.05	22	22	22.0879	22.0571	0	0
0.05	22.5	22.5	22.5371	22.5241	17	0
0.05	23	23	23.0132	23.0086	30	1
0.05	22.8	22.8	22.8462	22.8301	30	1
0.05	22.6	22.6	22.6251	22.6163	23	0
0.05	22.7	22.7	22.7169	22.711	26	1
0/1
0.05	22.5	22.5	22.5667	22.5434	4	0
0.05	22.7	22.7	22.7507	22.7329	18	0
0.05	22.8	22.8	22.8233	22.8151	24	0
0.05	22.9	22.9	22.9384	22.9249	26	1
0.05	23.8	23.8	23.7412	23.7618	5	0
0.05	23.5	23.5	23.4742	23.4832	29	1
0.05	23.7	23.7	23.6686	23.6796	19	0
0.05	23.6	23.6	23.5515	23.5685	24	0
//// up is the result of K=0.05, K_f = 0.1, 0/1: [22.9, 23.6]; static: [22.7, 23.8]
0/1
0.25	22.5	23.382	23.2282	23.282	0	0
0.25	23	23	23.006	23.0039	30	1
0.25	22.8	22.8	22.7912	22.7942	29	1
0.25	22.6	22.7516	22.7856	22.7737	0	0
0.25	22.7	22.732	22.7171	22.7223	13	0
0.25	24.3	24.3	24.2762	24.2845	23	0
0.25	24.2	24.2	24.1462	24.165	25	1
static
0.25	24.2	24.7505	24.6773	24.7029	0	0
0.25	24	25.2446	25.0975	25.149	0	0
0.25	23.8	25.0425	24.9626	24.9906	0	0
0.25	23.5	25.5646	25.3047	25.3957	0	0
0.25	25	25	24.9363	24.9586	9	0
0.25	25.1	25.1	25.0233	25.0501	10	0
0.25	25.3	25.3	25.2792	25.2865	8	0
0.25	24.7	24.7711	24.6895	24.7181	9	0
0.25	23	26.5029	26.2363	26.3296	0	0
0.25	25.5	25.5	25.41	25.4415	7	0
0.25	26	26	25.9158	25.9452	5	0
0.25	26.3	26.3	26.2677	26.279	6	0
static
0.17	23	23	23	23	24	0
0.17	23.1	23.1	23.1046	23.103	29	1
0.17	24.3	24.3	24.3078	24.3051	23	0
0.17	24.2	24.2	24.1777	24.1855	25	1
0/1
0.17	22.2	22.2	22.2215	22.214	27	1
0.17	22.1	22.1	22.1291	22.1189	22	0
0.17	24.3	24.3	24.271	24.2811	23	0
0.17	24.2	24.2	24.1928	24.1953	25	1
//// up is the result of K=0.17, K_f = 0.1, 0/1: [22.2, 24.2]; static: [23.1, 24.2]
0/1
0.12	24.3	24.3	24.2255	24.2516	23	0
0.12	24.2	24.2	24.139	24.1604	25	1
0.12	22	22	22.0004	22.0002	26	1
0.12	21.9	21.9	21.9283	21.9184	24	0
static
0.12	24.3	24.3	24.2431	24.263	23	0
0.12	24.2	24.2	24.1671	24.1786	25	1
0.12	22.3	22.2802	22.2397	22.2539	26	1
0.12	22.2	22.3396	22.2224	22.2634	8	0
//// up is the result of K=0.12, K_f = 0.1, 0/1: [22, 24.2]; static: [22.3, 24.2]
static
0.07	22.3	22.3	22.323	22.3149	28	1
0.07	22.2	22.2	22.2077	22.205	27	1
0.07	22	22	22.0277	22.018	25	1
0.07	21.8	21.8464	21.8594	21.8549	12	0
0.07	21.9	21.9	21.9187	21.9121	22	0
0.07	24.3	24.3	24.2574	24.2723	23	0
0.07	24.2	24.2	24.1462	24.165	25	1
0/1
0.07	24.2	24.2	24.1777	24.1855	25	1
0.07	24.3	24.3	24.255	24.2707	23	0
0.07	22	22	22.0152	22.0099	19	0
